order_id,date,customer_id,customer_name,region,category,product,quantity,sales,profit
ORD-00018,2024-11-30,CUST-0013,Tara Nair,West,Furniture,Filing Cabinet,9,1902.34,484.01
ORD-00714,2024-01-25,CUST-0037,Tara Reddy,North,Furniture,Bookshelf,3,569.36,71.2
ORD-00960,2024-05-03,CUST-0019,Tara Singh,South,Office Supplies,Notebook Pack,9,178.64,36.89
ORD-00028,2024-08-18,CUST-0015,Kabir Mehta,South,Electronics,Webcam,7,480.41,-9.77
ORD-00278,2024-01-25,CUST-0037,Tara Reddy,East,Office Supplies,Pen Set,5,72.55,20.77
ORD-00632,2024-04-10,CUST-0093,Rohan Mehta,West,Apparel,Hoodie,2,72.97,7.33
ORD-00396,2024-05-27,CUST-0006,Ananya Bose,North,Office Supplies,Stapler,1,19.0,3.7
ORD-00229,2024-06-07,CUST-0037,Tara Reddy,South,Furniture,Office Chair,11,2153.02,89.45
ORD-00321,2024-09-05,CUST-0051,Saanvi Reddy,West,Electronics,USB-C Hub,9,880.33,278.59
ORD-00682,2024-01-02,CUST-0054,Saanvi Reddy,North,Office Supplies,Stapler,1,17.62,1.57
ORD-00148,2024-01-05,CUST-0085,Ishaan Bose,North,Apparel,Hoodie,4,147.78,-6.5
ORD-00727,2024-10-02,CUST-0039,Rohan Chopra,South,Furniture,Bookshelf,2,434.08,99.74
ORD-01022,2024-07-20,CUST-0051,Saanvi Reddy,North,Furniture,Bookshelf,6,817.29,3.35
ORD-00239,2024-03-28,CUST-0062,Kabir Singh,South,Furniture,Filing Cabinet,5,894.17,106.03
ORD-00495,2024-05-02,CUST-0110,Arjun Mehta,East,Office Supplies,Pen Set,6,107.01,15.69
ORD-00599,2024-09-23,CUST-0117,Tara Chopra,West,Electronics,27in Monitor,9,796.43,39.13
ORD-00450,2024-03-02,CUST-0015,Kabir Mehta,West,Electronics,USB-C Hub,3,136.63,6.65
ORD-00947,2024-08-16,CUST-0019,Tara Singh,South,Electronics,Webcam,6,582.49,102.37
ORD-00878,2024-09-15,CUST-0088,Aarav Reddy,South,Apparel,T-Shirt,4,140.95,42.46
ORD-00107,2024-07-10,CUST-0060,Ishaan Patel,South,Apparel,Cap,4,155.43,3.83
ORD-00351,2024-04-02,CUST-0070,Kiara Nair,East,Apparel,Hoodie,1,26.41,6.44
ORD-00524,2024-11-04,CUST-0087,Rohan Patel,South,Electronics,USB-C Hub,10,831.73,125.03
ORD-00651,2024-07-30,CUST-0085,Ishaan Bose,South,Electronics,Wireless Mouse,5,394.42,112.78
ORD-00390,2024-07-30,CUST-0077,Kabir Menon,West,Furniture,Standing Desk,10,2305.83,514.07
ORD-00449,2024-09-12,CUST-0112,Vihaan Bose,East,Office Supplies,Notebook Pack,6,98.47,-4.84
ORD-00094,2024-10-22,CUST-0026,Aditya Mehta,South,Apparel,Jacket,5,223.84,25.22
ORD-00260,2024-02-02,CUST-0046,Aarav Kapoor,East,Apparel,T-Shirt,7,189.81,-1230.93
ORD-00555,2024-12-01,CUST-0015,Kabir Mehta,West,Electronics,27in Monitor,9,580.99,82.33
ORD-00676,2024-07-04,CUST-0039,Rohan Chopra,East,Office Supplies,Printer Paper,5,95.78,26.34
ORD-01065,2024-03-10,CUST-0092,Kiara Bose,South,Apparel,T-Shirt,5,120.12,21.09
ORD-00171,2024-06-04,CUST-0047,Kabir Verma,East,Furniture,Bookshelf,7,1801.3,153.54
ORD-00255,2024-08-12,CUST-0077,Kabir Menon,South,Furniture,Bookshelf,9,2349.72,15.2
ORD-00732,2024-01-05,CUST-0112,Vihaan Bose,North,Furniture,Filing Cabinet,7,1566.31,95.03
ORD-00603,2024-06-30,CUST-0046,Aarav Kapoor,North,Apparel,Hoodie,5,113.51,34.46
ORD-00253,2024-02-21,CUST-0119,Zara Rao,South,Apparel,Jacket,8,298.44,80.38
ORD-00307,2024-02-18,CUST-0061,Kabir Singh,North,Electronics,USB-C Hub,5,311.27,81.36
ORD-00548,2024-10-28,CUST-0107,Aarav Patel,South,Electronics,Mechanical Keyboard,6,655.92,-4.19
ORD-00987,2024-08-13,CUST-0039,Rohan Chopra,North,Electronics,27in Monitor,1,101.2,16.33
ORD-01098,2024-06-10,CUST-0070,Kiara Nair,East,Electronics,Wireless Mouse,1,95.93,22.53
ORD-00892,2024-05-13,CUST-0049,Tara Mehta,South,Electronics,USB-C Hub,1,88.82,21.37
ORD-00429,2024-11-24,CUST-0092,Kiara Bose,North,Apparel,Cap,10,310.3,68.66
ORD-00187,2024-03-31,CUST-0091,Tara Sharma,South,Furniture,Filing Cabinet,2,352.29,8.57
ORD-00816,2024-03-18,CUST-0094,Vihaan Patel,South,Electronics,Wireless Mouse,4,372.89,4.17
ORD-00270,2024-04-19,CUST-0117,Tara Chopra,East,Office Supplies,Pen Set,8,114.06,26.56
ORD-00700,2024-11-18,CUST-0020,Diya Menon,North,Electronics,Wireless Mouse,7,653.78,166.96
ORD-00631,2024-11-12,CUST-0047,Kabir Verma,North,Office Supplies,Stapler,5,106.94,10.1
ORD-00163,2024-03-17,CUST-0003,Rohan Kapoor,East,Electronics,Mechanical Keyboard,4,237.44,58.76
ORD-00414,2024-02-26,CUST-0076,Zara Chopra,North,Furniture,Bookshelf,3,708.75,188.83
ORD-00957,2024-11-24,CUST-0116,Rohan Kapoor,North,Apparel,Hoodie,8,228.11,37.55
ORD-00979,2024-11-04,CUST-0013,Tara Nair,North,Office Supplies,Pen Set,9,190.73,30.74
ORD-00099,2024-01-18,CUST-0047,Kabir Verma,North,Apparel,Jacket,11,356.21,-8.26
ORD-00007,2024-07-14,CUST-0112,Vihaan Bose,South,Office Supplies,Pen Set,9,99.7,31.48
ORD-00818,2024-08-13,CUST-0113,Kiara Iyer,South,Apparel,T-Shirt,4,123.41,6.43
ORD-00976,2024-01-26,CUST-0085,Ishaan Bose,West,Electronics,27in Monitor,4,339.53,40.85
ORD-00992,2024-04-13,CUST-0006,Ananya Bose,West,Furniture,Standing Desk,3,544.69,79.34
ORD-00804,2024-11-15,CUST-0119,Zara Rao,South,Apparel,Cap,5,240.84,7.93
ORD-00687,2024-05-14,CUST-0092,Kiara Bose,,Electronics,27in Monitor,2,198.77,22.82
ORD-00246,2024-12-13,CUST-0017,Meera Menon,South,Electronics,27in Monitor,9,968.37,-22.59
ORD-00612,2024-02-04,CUST-0030,Kabir Mehta,North,Apparel,Jacket,9,191.67,40.37
ORD-00230,2024-11-30,CUST-0003,Rohan Kapoor,North,Apparel,Hoodie,11,391.4,81.73
ORD-00265,2024-05-19,CUST-0102,Vivaan Singh,West,Apparel,Hoodie,9,249.94,59.6
ORD-00369,2024-03-02,CUST-0116,Rohan Kapoor,South,Furniture,Filing Cabinet,8,1043.34,188.2
ORD-00910,2024-09-11,CUST-0090,Priya Nair,South,Apparel,T-Shirt,11,384.39,49.69
ORD-01047,2024-08-19,CUST-0012,Diya Gupta,North,Electronics,USB-C Hub,11,1147.37,204.21
ORD-00202,2024-07-10,CUST-0112,Vihaan Bose,North,Electronics,Mechanical Keyboard,9,904.11,195.53
ORD-00730,2024-08-25,CUST-0059,Rohan Menon,West,Office Supplies,Printer Paper,6,73.66,5.69
ORD-01071,2024-02-04,CUST-0039,Rohan Chopra,North,Furniture,Filing Cabinet,2,310.66,0.44
ORD-00800,2024-08-26,CUST-0012,Diya Gupta,North,Office Supplies,Notebook Pack,6,127.07,1.95
ORD-00404,2024-08-02,CUST-0069,Ishaan Menon,East,Office Supplies,Stapler,8,164.91,9.12
ORD-00900,2024-06-16,CUST-0022,Zara Iyer,West,Apparel,T-Shirt,3,75.87,4.59
ORD-00880,2024-11-20,CUST-0017,Meera Menon,West,Furniture,Bookshelf,2,605.31,26.77
ORD-00611,2024-10-27,CUST-0029,Zara Singh,West,Apparel,Cap,1,30.68,0.76
ORD-00190,2024-02-10,CUST-0100,Arjun Verma,East,Office Supplies,Pen Set,7,61.35,2.74
ORD-00333,2024-06-04,CUST-0104,Vivaan Mehta,South,Furniture,Bookshelf,2,422.81,17.91
ORD-00304,2024-08-03,CUST-0033,Kiara Sharma,South,Apparel,T-Shirt,7,233.77,16.14
ORD-00261,2024-09-23,CUST-0103,Tara Rao,East,Apparel,Cap,2,67.38,6.85
ORD-00145,2024-12-18,CUST-0094,Vihaan Patel,South,Office Supplies,Printer Paper,440,98.57,30.73
ORD-00829,2024-06-26,CUST-0011,Zara Gupta,East,Electronics,USB-C Hub,3,249.85,80.26
ORD-00628,2024-06-23,CUST-0046,Aarav Kapoor,East,Office Supplies,Stapler,7,89.59,23.01
ORD-00699,2024-04-26,CUST-0020,Diya Menon,North,Electronics,Mechanical Keyboard,3,253.68,30.33
ORD-00284,2024-05-11,CUST-0007,Arjun Sharma,South,Furniture,Office Chair,5,641.65,43.71
ORD-01039,2024-07-14,CUST-0111,Meera Kapoor,North,Apparel,Hoodie,7,177.49,37.27
ORD-00012,2024-03-02,CUST-0073,Kabir Bose,West,Electronics,27in Monitor,6,291.1,63.44
ORD-01007,2024-12-06,CUST-0068,Zara Verma,South,Furniture,Standing Desk,2,609.31,133.29
ORD-00595,2024-01-18,CUST-0065,Meera Rao,West,Furniture,Filing Cabinet,10,1582.67,494.43
ORD-00694,2024-05-14,CUST-0055,Rohan Gupta,South,Office Supplies,Stapler,8,161.39,2.83
ORD-00532,2024-05-02,CUST-0032,Ishaan Nair,West,Office Supplies,Notebook Pack,2,40.6,5.71
ORD-00470,2024-03-29,CUST-0085,Ishaan Bose,South,Furniture,Bookshelf,7,1372.7,-50.59
ORD-00128,2024-03-13,CUST-0085,Ishaan Bose,West,Electronics,USB-C Hub,7,431.0,66.59
ORD-00737,2024-10-11,CUST-0010,Vivaan Mehta,West,Office Supplies,Notebook Pack,5,80.83,5.12
ORD-00907,2024-10-02,CUST-0067,Aarav Rao,East,Electronics,USB-C Hub,4,450.19,-8.24
ORD-00058,2024-11-08,CUST-0113,Kiara Iyer,West,Apparel,Cap,11,469.02,101.49
ORD-00034,2024-10-19,CUST-0011,Zara Gupta,West,Furniture,Standing Desk,9,1549.49,364.37
ORD-00238,2024-08-17,CUST-0063,Meera Das,West,Electronics,27in Monitor,9,703.85,161.55
ORD-01082,2024-03-19,CUST-0005,Aarav Gupta,East,Office Supplies,Printer Paper,6,74.58,0.01
ORD-00283,2024-04-22,CUST-0030,Kabir Mehta,South,Furniture,Bookshelf,9,1797.52,267.49
ORD-00587,2024-10-26,CUST-0100,Arjun Verma,North,Electronics,Webcam,4,240.62,10.81
ORD-00363,2024-11-19,CUST-0064,Kiara Iyer,North,Electronics,USB-C Hub,10,1093.49,310.59
ORD-00244,2024-11-12,CUST-0044,Kiara Chopra,East,Furniture,Filing Cabinet,10,2252.08,59.18
ORD-00604,2024-05-28,CUST-0021,Kabir Nair,North,Office Supplies,Printer Paper,415,32.4,-0.37
ORD-00093,2024-03-23,CUST-0089,Kiara Rao,East,Furniture,Standing Desk,4,453.99,37.43
ORD-00211,2024-10-17,CUST-0001,Kiara Singh,South,Apparel,Cap,2,84.06,0.07
ORD-00338,2024-10-17,CUST-0107,Aarav Patel,North,Electronics,Webcam,2,168.78,55.4
ORD-00951,2024-06-30,CUST-0026,Aditya Mehta,North,Apparel,Cap,8,250.49,15.45
ORD-00792,2024-07-31,CUST-0091,Tara Sharma,South,Furniture,Office Chair,10,1837.76,62.83
ORD-00669,2024-10-25,CUST-0052,Saanvi Patel,East,Electronics,USB-C Hub,10,766.71,149.98
ORD-00302,2024-01-24,CUST-0048,Priya Patel,South,Electronics,Webcam,2,177.15,54.03
ORD-01001,2024-07-21,CUST-0050,Rohan Bose,South,Electronics,27in Monitor,11,797.94,28.21
ORD-00086,2024-09-21,CUST-0022,Zara Iyer,West,Electronics,Mechanical Keyboard,11,594.29,49.31
ORD-00191,2024-03-08,CUST-0119,Zara Rao,North,Apparel,Jacket,6,152.74,49.74
ORD-00040,2024-02-17,CUST-0028,Vihaan Bose,West,Electronics,USB-C Hub,4,224.62,6.56
ORD-00501,2024-02-25,CUST-0038,Kabir Sharma,,Apparel,Hoodie,9,162.53,1.66
ORD-00624,2024-11-19,CUST-0031,Ananya Mehta,West,Electronics,USB-C Hub,3,233.3,-3.09
ORD-01043,2024-02-06,CUST-0110,Arjun Mehta,North,Electronics,Webcam,8,669.0,-13.72
ORD-00508,2024-05-13,CUST-0075,Meera Verma,North,Furniture,Bookshelf,6,1209.97,123.14
ORD-00635,2024-04-05,CUST-0119,Zara Rao,West,Furniture,Office Chair,7,1461.22,72.78
ORD-00765,2024-02-20,CUST-0095,Kabir Gupta,West,Furniture,Office Chair,2,387.07,63.95
ORD-00823,2024-08-25,CUST-0021,Kabir Nair,South,Electronics,Wireless Mouse,7,415.5,8.98
ORD-00517,2024-10-04,CUST-0002,Saanvi Bose,South,Electronics,Wireless Mouse,3,309.46,84.94
ORD-00724,2024-07-15,CUST-0063,Meera Das,North,Electronics,Webcam,7,509.57,88.94
ORD-00105,2024-09-26,CUST-0100,Arjun Verma,North,Electronics,Wireless Mouse,9,869.66,190.24
ORD-00997,2024-01-12,CUST-0084,Aarav Iyer,West,Office Supplies,Printer Paper,7,86.51,27.47
ORD-00234,2024-11-19,CUST-0101,Ishaan Menon,North,Furniture,Bookshelf,2,525.63,70.68
ORD-00677,2024-10-03,CUST-0090,Priya Nair,South,Office Supplies,Notebook Pack,11,168.37,45.83
ORD-00106,2024-05-16,CUST-0061,Kabir Singh,North,Apparel,Cap,3,93.02,6.66
ORD-00342,2024-07-01,CUST-0058,Ishaan Reddy,East,Office Supplies,Printer Paper,7,112.13,-1.45
ORD-00754,2024-04-24,CUST-0108,Ananya Das,South,Office Supplies,Notebook Pack,8,100.54,16.94
ORD-00698,2024-10-30,CUST-0071,Aarav Das,East,Office Supplies,Printer Paper,10,208.17,71.46
ORD-00903,2024-06-05,CUST-0079,Kiara Patel,West,Furniture,Filing Cabinet,7,1393.9,469.32
ORD-00254,2024-08-16,CUST-0092,Kiara Bose,South,Apparel,Jacket,10,370.12,20.55
ORD-00409,2024-08-11,CUST-0078,Rohan Bose,North,Electronics,Mechanical Keyboard,8,492.9,112.83
ORD-00423,2024-02-21,CUST-0045,Tara Singh,South,Furniture,Bookshelf,10,2174.53,631.81
ORD-00775,2024-03-22,CUST-0092,Kiara Bose,West,Apparel,Cap,4,135.76,7.27
ORD-00209,2024-05-01,CUST-0004,Zara Nair,East,Furniture,Bookshelf,6,1267.26,-54.47
ORD-00967,2024-02-06,CUST-0051,Saanvi Reddy,North,Electronics,Mechanical Keyboard,2,135.93,2.18
ORD-00155,2024-12-29,CUST-0078,Rohan Bose,West,Office Supplies,Printer Paper,6,88.25,5.64
ORD-00952,2024-05-05,CUST-0113,Kiara Iyer,South,Office Supplies,Notebook Pack,3,33.6,2.26
ORD-00083,2024-11-19,CUST-0100,Arjun Verma,North,Apparel,Cap,6,272.33,30.29
ORD-00498,2024-08-11,CUST-0004,Zara Nair,South,Office Supplies,Stapler,10,132.11,-3.59
ORD-01081,2024-08-26,CUST-0080,Ananya Iyer,West,Furniture,Standing Desk,11,2714.36,909.68
ORD-00584,2024-06-14,CUST-0041,Meera Gupta,West,Electronics,27in Monitor,10,718.71,185.06
ORD-00964,2024-11-13,CUST-0054,Saanvi Reddy,North,Furniture,Office Chair,9,2100.87,-83.41
ORD-00802,2024-07-16,CUST-0080,Ananya Iyer,West,Office Supplies,Printer Paper,8,129.9,18.76
ORD-00088,2024-02-27,CUST-0071,Aarav Das,East,Furniture,Filing Cabinet,9,1680.29,10.85
ORD-00065,2024-10-17,CUST-0092,Kiara Bose,South,Electronics,USB-C Hub,11,9312.22,215.69
ORD-00271,2024-05-12,CUST-0055,Rohan Gupta,East,Office Supplies,Printer Paper,1,14.86,2.69
ORD-00606,2024-06-29,CUST-0067,Aarav Rao,West,Electronics,Mechanical Keyboard,2,142.87,11.93
ORD-00791,2024-01-12,CUST-0009,Aditya Kapoor,South,Apparel,Hoodie,3,112.12,15.63
ORD-00275,2024-04-17,CUST-0053,Vivaan Sharma,South,Office Supplies,Stapler,1,19.27,6.25
ORD-00405,2024-04-24,CUST-0087,Rohan Patel,South,Electronics,Webcam,2,125.74,39.97
ORD-01054,2024-05-14,CUST-0034,Vivaan Iyer,North,Furniture,Standing Desk,11,1965.88,124.03
ORD-00982,2024-05-27,CUST-0070,Kiara Nair,West,Furniture,Bookshelf,1,182.36,35.96
ORD-00126,2024-10-26,CUST-0084,Aarav Iyer,East,Electronics,USB-C Hub,6,501.17,154.69
ORD-00154,2024-10-21,CUST-0065,Meera Rao,West,Furniture,Filing Cabinet,2,510.47,121.25
ORD-00614,2024-12-29,CUST-0027,Kiara Rao,North,Electronics,Wireless Mouse,8,714.28,177.61
ORD-00872,2024-01-30,CUST-0110,Arjun Mehta,West,Furniture,Standing Desk,10,1784.17,0.66
ORD-00968,2024-06-11,CUST-0021,Kabir Nair,West,Office Supplies,Stapler,10,168.16,44.43
ORD-00411,2024-11-26,CUST-0063,Meera Das,West,Apparel,Hoodie,1,36.53,3.86
ORD-00831,2024-03-25,CUST-0045,Tara Singh,East,Electronics,Mechanical Keyboard,5,403.76,44.04
ORD-00889,2024-06-29,CUST-0113,Kiara Iyer,West,Electronics,Wireless Mouse,3,164.69,53.9
ORD-01064,2024-12-29,CUST-0047,Kabir Verma,North,Apparel,Hoodie,3,89.18,6.54
ORD-00999,2024-04-28,CUST-0081,Rohan Iyer,East,Apparel,Hoodie,2,43.95,12.05
ORD-00913,2024-05-29,CUST-0075,Meera Verma,South,Apparel,Jacket,11,325.08,74.05
ORD-00518,2024-01-11,CUST-0077,Kabir Menon,West,Electronics,Mechanical Keyboard,8,506.97,160.37
ORD-00045,2024-05-19,CUST-0107,Aarav Patel,East,Furniture,Standing Desk,3,457.47,73.14
ORD-00626,2024-06-29,CUST-0005,Aarav Gupta,West,Apparel,Hoodie,11,331.3,34.29
ORD-00391,2024-06-09,CUST-0031,Ananya Mehta,West,Furniture,Standing Desk,8,1494.91,97.84
ORD-00221,2024-02-18,CUST-0021,Kabir Nair,North,Furniture,Bookshelf,9,1459.65,478.93
ORD-00141,2024-08-18,CUST-0008,Kabir Chopra,West,Apparel,Hoodie,7,197.43,5.96
ORD-00350,2024-04-03,CUST-0118,Saanvi Iyer,North,Electronics,Wireless Mouse,4,372.72,-18.15
ORD-00358,2024-04-30,CUST-0041,Meera Gupta,West,Apparel,T-Shirt,4,151.27,42.35
ORD-00723,2024-10-27,CUST-0056,Priya Iyer,North,Electronics,USB-C Hub,9,774.71,-22.97
ORD-00134,2024-10-08,CUST-0106,Saanvi Reddy,South,Office Supplies,Stapler,6,102.59,21.82
ORD-00262,2024-06-05,CUST-0093,Rohan Mehta,North,Furniture,Bookshelf,5,1034.14,67.05
ORD-00279,2024-01-21,CUST-0099,Vihaan Sharma,South,Electronics,Webcam,4,270.24,11.08
ORD-00899,2024-09-11,CUST-0020,Diya Menon,East,Office Supplies,Stapler,8,137.3,11.6
ORD-00080,2024-01-26,CUST-0069,Ishaan Menon,West,Office Supplies,Notebook Pack,7,111.5,8.86
ORD-00196,2024-06-25,CUST-0091,Tara Sharma,South,Furniture,Bookshelf,5,1076.43,67.25
ORD-00924,2024-03-23,CUST-0096,Kabir Kapoor,North,Apparel,Hoodie,1,27.42,9.59
ORD-00116,2024-11-28,CUST-0107,Aarav Patel,East,Electronics,27in Monitor,1,86.75,29.0
ORD-01009,2024-02-02,CUST-0074,Vivaan Singh,South,Apparel,Hoodie,6,227.16,34.65
ORD-01031,2024-04-15,CUST-0083,Priya Patel,West,Furniture,Bookshelf,10,2354.31,417.37
ORD-00886,2024-05-29,CUST-0118,Saanvi Iyer,South,Apparel,Jacket,4,130.35,-5.1
ORD-00719,2024-02-11,CUST-0103,Tara Rao,South,Furniture,Office Chair,1,151.39,-3.22
ORD-00381,2024-11-25,CUST-0088,Aarav Reddy,South,Office Supplies,Stapler,3,47.8,3.82
ORD-01089,2024-02-08,CUST-0074,Vivaan Singh,West,Apparel,Hoodie,11,267.38,49.82
ORD-00185,2024-05-14,CUST-0082,Vihaan Bose,North,Office Supplies,Stapler,5,102.67,17.86
ORD-00980,2024-08-03,CUST-0080,Ananya Iyer,North,Electronics,27in Monitor,5,295.47,89.8
ORD-00359,2024-02-24,CUST-0092,Kiara Bose,South,Office Supplies,Printer Paper,7,93.64,-0.67
ORD-01078,2024-03-23,CUST-0101,Ishaan Menon,West,Furniture,Filing Cabinet,1,179.02,59.85
ORD-00037,2024-05-05,CUST-0030,Kabir Mehta,South,Furniture,Bookshelf,5,941.63,85.71
ORD-00859,2024-03-03,CUST-0093,Rohan Mehta,South,Apparel,T-Shirt,9,188.49,38.04
ORD-00340,2024-03-28,CUST-0049,Tara Mehta,North,Furniture,Office Chair,10,1626.53,-39.02
ORD-00488,2024-11-05,CUST-0094,Vihaan Patel,West,Furniture,Standing Desk,5,1404.34,166.5
ORD-00936,2024-12-02,CUST-0059,Rohan Menon,West,Furniture,Filing Cabinet,11,2314.93,551.25
ORD-00755,2024-03-11,CUST-0001,Kiara Singh,West,Apparel,T-Shirt,7,279.81,12.36
ORD-00421,2024-03-08,CUST-0090,Priya Nair,North,Electronics,Mechanical Keyboard,7,657.45,91.19
ORD-00150,2024-02-07,CUST-0098,Tara Reddy,North,Furniture,Bookshelf,9,1941.95,339.53
ORD-00010,2024-12-09,CUST-0031,Ananya Mehta,West,Apparel,Hoodie,11,401.45,43.21
ORD-00804,2024-11-15,CUST-0119,Zara Rao,South,Apparel,Cap,5,240.84,7.93
ORD-00841,2024-01-10,CUST-0120,Zara Chopra,East,Office Supplies,Printer Paper,7,98.44,29.96
ORD-00046,2024-11-19,CUST-0010,Vivaan Mehta,North,Office Supplies,Notebook Pack,11,194.0,14.05
ORD-00914,2024-04-19,CUST-0047,Kabir Verma,North,Apparel,Jacket,9,271.19,-7.16
ORD-00096,2024-06-12,CUST-0037,Tara Reddy,South,Electronics,Webcam,7,721.43,6.03
ORD-01073,2024-09-14,CUST-0014,Kiara Rao,South,Office Supplies,Printer Paper,7,118.71,27.26
ORD-00535,2024-03-04,CUST-0063,Meera Das,West,Apparel,Cap,1,31.91,-0.04
ORD-00549,2024-02-21,CUST-0004,Zara Nair,West,Furniture,Bookshelf,4,887.34,210.62
ORD-00561,2024-03-17,CUST-0086,Kiara Singh,North,Electronics,USB-C Hub,2,137.64,14.22
ORD-00299,2024-03-09,CUST-0060,Ishaan Patel,South,Electronics,Mechanical Keyboard,11,484.18,32.94
ORD-00977,2024-10-16,CUST-0058,Ishaan Reddy,South,Electronics,27in Monitor,2,152.61,-6.47
ORD-00291,2024-09-06,CUST-0024,Vivaan Sharma,West,Apparel,Cap,10,443.93,19.23
ORD-00416,2024-06-02,CUST-0016,Rohan Patel,North,Electronics,Webcam,4,292.92,89.78
ORD-00314,2024-01-22,CUST-0002,Saanvi Bose,East,Furniture,Bookshelf,10,1886.38,-56.84
ORD-00422,2024-09-10,CUST-0074,Vivaan Singh,East,Electronics,Webcam,11,1195.62,370.14
ORD-00658,2024-08-08,CUST-0019,Tara Singh,North,Electronics,Webcam,5,425.98,12.04
ORD-00123,2024-05-17,CUST-0116,Rohan Kapoor,West,Office Supplies,Pen Set,9,146.54,3.05
ORD-00208,2024-08-24,CUST-0039,Rohan Chopra,East,Office Supplies,Notebook Pack,8,101.83,22.5
ORD-01010,2024-10-08,CUST-0049,Tara Mehta,East,Apparel,Jacket,10,313.46,-15.52
ORD-00362,2024-03-22,CUST-0090,Priya Nair,East,Furniture,Office Chair,11,2308.87,348.17
ORD-00337,2024-11-23,CUST-0052,Saanvi Patel,East,Office Supplies,Pen Set,9,119.15,33.65
ORD-00136,2024-08-28,CUST-0070,Kiara Nair,South,Apparel,Cap,9,308.22,73.35
ORD-00064,2024-02-03,CUST-0010,Vivaan Mehta,North,Apparel,Jacket,2,52.83,11.86
ORD-00828,2024-03-24,CUST-0053,Vivaan Sharma,East,Electronics,USB-C Hub,6,318.79,20.78
ORD-00710,2024-04-02,CUST-0013,Tara Nair,North,Office Supplies,Notebook Pack,5,81.43,27.29
ORD-01019,2024-05-16,CUST-0095,Kabir Gupta,South,Electronics,Webcam,3,254.72,71.05
ORD-00770,2024-09-21,CUST-0034,Vivaan Iyer,East,Electronics,Mechanical Keyboard,8,581.46,59.96
ORD-00652,2024-03-26,CUST-0056,Priya Iyer,South,Furniture,Office Chair,6,1374.44,51.51
ORD-00368,2024-04-09,CUST-0019,Tara Singh,South,Office Supplies,Pen Set,2,34.05,4.9
ORD-00089,2024-11-18,CUST-0092,Kiara Bose,West,Furniture,Bookshelf,9,1801.17,492.23
ORD-00087,2024-09-12,CUST-0060,Ishaan Patel,South,Electronics,27in Monitor,11,810.47,15.0
ORD-00620,2024-12-10,CUST-0057,Ishaan Chopra,North,Office Supplies,Pen Set,1,20.16,3.06
ORD-00009,2024-02-10,CUST-0054,Saanvi Reddy,South,Furniture,Standing Desk,8,1093.88,-29.85
ORD-00098,2024-03-18,CUST-0118,Saanvi Iyer,West,Electronics,Wireless Mouse,2,126.62,10.46
ORD-00577,2024-09-24,CUST-0001,Kiara Singh,East,Office Supplies,Pen Set,1,15.97,-0.05
ORD-00349,2024-08-14,CUST-0037,Tara Reddy,West,Electronics,Webcam,11,1021.79,96.05
ORD-00510,2024-07-15,CUST-0012,Diya Gupta,West,Office Supplies,Printer Paper,11,237.72,69.86
ORD-00212,2024-04-05,CUST-0030,Kabir Mehta,North,Apparel,Hoodie,4,132.95,-0.38
ORD-00704,2024-07-27,CUST-0015,Kabir Mehta,South,Furniture,Standing Desk,2,325.59,7.59
ORD-00946,2024-11-26,CUST-0116,Rohan Kapoor,East,Apparel,Hoodie,10,472.29,-4.22
ORD-00747,2024-11-21,CUST-0087,Rohan Patel,East,Apparel,T-Shirt,3,101.22,8.21
ORD-00022,2024-03-03,CUST-0053,Vivaan Sharma,East,Apparel,Hoodie,9,192.15,52.02
ORD-00483,2024-09-18,CUST-0010,Vivaan Mehta,South,Furniture,Bookshelf,10,2505.98,320.95
ORD-00571,2024-07-08,CUST-0029,Zara Singh,East,Furniture,Standing Desk,3,579.88,173.94
ORD-00940,2024-04-24,CUST-0101,Ishaan Menon,West,Apparel,Cap,2,63.98,7.54
ORD-00406,2024-11-15,CUST-0043,Aditya Mehta,South,Office Supplies,Pen Set,2,43.95,7.17
ORD-00785,2024-10-16,CUST-0028,Vihaan Bose,North,Apparel,Jacket,1,34.16,2.21
ORD-00888,2024-04-30,CUST-0081,Rohan Iyer,North,Office Supplies,Notebook Pack,1,19.02,0.02
ORD-01080,2024-01-30,CUST-0042,Kiara Bose,West,Electronics,Wireless Mouse,10,747.72,217.73
ORD-00256,2024-07-17,CUST-0087,Rohan Patel,South,Electronics,Mechanical Keyboard,6,643.66,210.27
ORD-01036,2024-01-28,CUST-0057,Ishaan Chopra,North,Furniture,Standing Desk,11,1267.32,237.76
ORD-00479,2024-12-07,CUST-0091,Tara Sharma,North,Electronics,27in Monitor,2,133.11,9.83
ORD-00492,2024-07-12,CUST-0019,Tara Singh,East,Electronics,Wireless Mouse,1,102.97,18.24
ORD-00842,2024-09-24,CUST-0087,Rohan Patel,South,Office Supplies,Printer Paper,4,62.19,4.73
ORD-00365,2024-01-06,CUST-0103,Tara Rao,South,Furniture,Office Chair,8,931.33,-37.23
ORD-00297,2024-01-21,CUST-0084,Aarav Iyer,North,Office Supplies,Pen Set,7,69.61,22.11
ORD-00050,2024-01-21,CUST-0109,Zara Reddy,South,Furniture,Office Chair,5,680.5,4.55
ORD-00225,2024-10-17,CUST-0056,Priya Iyer,South,Furniture,Filing Cabinet,10,2591.48,575.57
ORD-00851,2024-06-09,CUST-0101,Ishaan Menon,West,Furniture,Filing Cabinet,6,1027.14,93.5
